month,day,hour,minute,identifier,surface_inside_face_temperature,surface_outside_face_temperature
8,1,0,0,office_16..Face5,24.487894981272767,26.277078572061313
9,1,0,0,office_16..Face5,22.752353255561175,21.439899514990717
10,1,0,0,office_16..Face5,20.42056827866216,13.873438796950415
11,1,0,0,office_16..Face5,18.58878673884738,6.754051303179985
12,1,0,0,office_16..Face5,17.64535316486092,2.089628871909638
1,1,0,0,office_17..Face0,17.606683919735772,18.0
2,1,0,0,office_17..Face0,18.1136291663558,18.0
3,1,0,0,office_17..Face0,18.88431735194921,18.0
4,1,0,0,office_17..Face0,20.026648413401,18.0
5,1,0,0,office_17..Face0,22.047978447044795,18.0
6,1,0,0,office_17..Face0,23.39323096400428,18.0
7,1,0,0,office_17..Face0,24.51011382387977,18.0
8,1,0,0,office_17..Face0,23.869583580777533,18.0
9,1,0,0,office_17..Face0,22.37004371797634,18.0
10,1,0,0,office_17..Face0,20.30011131403805,18.0
11,1,0,0,office_17..Face0,18.73039756248777,18.0
12,1,0,0,office_17..Face0,17.968463180715464,18.0
1,1,0,0,office_17..Face1,17.599511180265452,17.60737299056206
2,1,0,0,office_17..Face1,18.05848931142568,18.07584181713473
3,1,0,0,office_17..Face1,18.87939326489086,18.89808991117794
4,1,0,0,office_17..Face1,19.97487229024353,19.994249345546613
5,1,0,0,office_17..Face1,22.225156145462137,22.2384272531906
6,1,0,0,office_17..Face1,23.617876765967765,23.628705325540214
7,1,0,0,office_17..Face1,24.894628187827568,24.905310478960164
8,1,0,0,office_17..Face1,24.274546817944962,24.289993772478773
9,1,0,0,office_17..Face1,22.646384671235303,22.66805555655289
10,1,0,0,office_17..Face1,20.47879923248438,20.50258080383864
11,1,0,0,office_17..Face1,18.79261101765899,18.80968405943902
12,1,0,0,office_17..Face1,17.944114067707424,17.9561295442383
1,1,0,0,office_17..Face2,17.759146255399518,18.124355112168804
2,1,0,0,office_17..Face2,18.16299157349089,18.407938105416758
3,1,0,0,office_17..Face2,18.90722826848241,18.970069756972308
4,1,0,0,office_17..Face2,19.882914161934522,19.6613674057903
5,1,0,0,office_17..Face2,22.028207692236105,21.542314762895096
6,1,0,0,office_17..Face2,23.369859921753935,22.751623206610226
7,1,0,0,office_17..Face2,24.62329429805425,23.946586565182443
8,1,0,0,office_17..Face2,24.040759973861388,23.472791206099533
9,1,0,0,office_17..Face2,22.490290659553015,22.12274476554473
10,1,0,0,office_17..Face2,20.41430530835664,20.28192955671412
11,1,0,0,office_17..Face2,18.848860831480934,18.985868487887007
12,1,0,0,office_17..Face2,18.072940420737044,18.368125782712983
1,1,0,0,office_17..Face3,17.59688895009993,17.599172215057866
2,1,0,0,office_17..Face3,18.049140368144766,18.04443878433712
3,1,0,0,office_17..Face3,18.871257668966226,18.869711315300286
4,1,0,0,office_17..Face3,19.963719587522156,19.955024876144787
5,1,0,0,office_17..Face3,22.214488576687522,22.201024954530293
6,1,0,0,office_17..Face3,23.609360973435745,23.59872568049151
7,1,0,0,office_17..Face3,24.887975926423046,24.88142937478446
8,1,0,0,office_17..Face3,24.263703198035465,24.251893086135233
9,1,0,0,office_17..Face3,22.628508787569743,22.60607911492028
10,1,0,0,office_17..Face3,20.465941191492345,20.458936153228144
11,1,0,0,office_17..Face3,18.787186506809483,18.791423054277754
12,1,0,0,office_17..Face3,17.939259490544586,17.940509808756065
1,1,0,0,office_17..Face4,17.059938684074147,-1.997100715625264
2,1,0,0,office_17..Face4,17.5858301126667,1.3896887885970433
3,1,0,0,office_17..Face4,18.505578430527013,6.186971717303854
4,1,0,0,office_17..Face4,19.721586910421465,11.948052045097914
5,1,0,0,office_17..Face4,22.102110391357517,19.22578416752737
6,1,0,0,office_17..Face4,23.56303278667861,23.45708333033388
7,1,0,0,office_17..Face4,24.922498109356674,28.052309271571993
8,1,0,0,office_17..Face4,24.26462471877469,25.631125185243572
9,1,0,0,office_17..Face4,22.576303027391933,21.182540677144456
10,1,0,0,office_17..Face4,20.290583131122577,14.275431803348724
11,1,0,0,office_17..Face4,18.47652962583027,7.634466223952392
12,1,0,0,office_17..Face4,17.535167919914368,3.0503798958283586
1,1,0,0,office_17..Face4_Glz0,10.435746621107413,0.4263797475402499
2,1,0,0,office_17..Face4_Glz0,11.676441544032398,2.683444749966998
3,1,0,0,office_17..Face4_Glz0,13.837299297649446,6.654473383908746
4,1,0,0,office_17..Face4_Glz0,16.48560664685139,11.19833392078664
5,1,0,0,office_17..Face4_Glz0,20.522519268810008,17.343048640671377
6,1,0,0,office_17..Face4_Glz0,22.99136670860031,21.004696240904234
7,1,0,0,office_17..Face4_Glz0,25.448163166085045,24.915403745643353
8,1,0,0,office_17..Face4_Glz0,24.211529163577794,23.12744618817711
9,1,0,0,office_17..Face4_Glz0,21.534985221711924,19.42999926398965
10,1,0,0,office_17..Face4_Glz0,17.716201610406717,13.799877855855472
11,1,0,0,office_17..Face4_Glz0,14.395700004314499,8.426821879999164
12,1,0,0,office_17..Face4_Glz0,12.241259529121876,4.483945498588544
1,1,0,0,office_17..Face5,17.203530342197766,-2.5817497879876714
2,1,0,0,office_17..Face5,17.71705025598692,0.6176975787457717
3,1,0,0,office_17..Face5,18.64953985954182,5.937789039967188
4,1,0,0,office_17..Face5,19.873365488336585,11.829332934634971
5,1,0,0,office_17..Face5,22.295282650472327,19.754209050906717
6,1,0,0,office_17..Face5,23.780234820631964,24.11954115571037
7,1,0,0,office_17..Face5,25.153965017633524,28.871389043377857
8,1,0,0,office_17..Face5,24.458297161397006,26.27685299821321
9,1,0,0,office_17..Face5,22.71130960978605,21.439528505796282
10,1,0,0,office_17..Face5,20.37606121922913,13.873086684458194
11,1,0,0,office_17..Face5,18.556675961526114,6.753756999872664
12,1,0,0,office_17..Face5,17.622853999679705,2.089417413345081
1,1,0,0,office_18..Face0,17.85032301550715,18.0
2,1,0,0,office_18..Face0,18.235451495474997,18.0
3,1,0,0,office_18..Face0,19.00419833660441,18.0
4,1,0,0,office_18..Face0,20.00205530970848,18.0
5,1,0,0,office_18..Face0,21.97733729450667,18.0
6,1,0,0,office_18..Face0,23.043539701363702,18.0
7,1,0,0,office_18..Face0,24.237539464508103,18.0
8,1,0,0,office_18..Face0,23.69060831409294,18.0
9,1,0,0,office_18..Face0,22.410014900485518,18.0
10,1,0,0,office_18..Face0,20.334263145821605,18.0
11,1,0,0,office_18..Face0,18.818091158874886,18.0
12,1,0,0,office_18..Face0,18.13229600388788,18.0
1,1,0,0,office_18..Face1,17.22749036120296,-2.496353457809244
2,1,0,0,office_18..Face1,17.65186350533177,0.5372535795244048
3,1,0,0,office_18..Face1,18.57310214652569,5.695564787553491
4,1,0,0,office_18..Face1,19.708940150469196,11.36087724221367
5,1,0,0,office_18..Face1,22.095697915690824,18.57016193573937
6,1,0,0,office_18..Face1,23.36392706055171,22.460565932457797
7,1,0,0,office_18..Face1,24.74221787606076,27.373341188572752
8,1,0,0,office_18..Face1,24.159983007941598,24.85727463244349
9,1,0,0,office_18..Face1,22.658311877279257,20.51041804605006
10,1,0,0,office_18..Face1,20.306874305570485,13.418799364348471
11,1,0,0,office_18..Face1,18.527340544020888,6.721983862331944
12,1,0,0,office_18..Face1,17.645696607698113,2.2600914407029222
1,1,0,0,office_18..Face1_Glz0,10.712968969074254,0.8314021662392453
2,1,0,0,office_18..Face1_Glz0,11.880315919954697,3.0524003764999597
3,1,0,0,office_18..Face1_Glz0,14.113329646480713,7.094307133002297
4,1,0,0,office_18..Face1_Glz0,16.62061592189496,11.455321547407408
5,1,0,0,office_18..Face1_Glz0,20.599534738155253,17.473365936919304
6,1,0,0,office_18..Face1_Glz0,22.76472583854233,20.863292522371147
7,1,0,0,office_18..Face1_Glz0,25.38006353924841,24.971456598209887
8,1,0,0,office_18..Face1_Glz0,24.218113189665697,23.233259064117558
9,1,0,0,office_18..Face1_Glz0,21.780164585794214,19.76306499248392
10,1,0,0,office_18..Face1_Glz0,17.83470889394904,13.970121097816895
11,1,0,0,office_18..Face1_Glz0,14.459574329554053,8.489071528208779
12,1,0,0,office_18..Face1_Glz0,12.400959330019628,4.7093228380545815
1,1,0,0,office_18..Face2,17.864815311445323,17.86503021496028
2,1,0,0,office_18..Face2,18.224250294001642,18.229329568228877
3,1,0,0,office_18..Face2,19.019932516167277,19.03561938103484
4,1,0,0,office_18..Face2,20.017009823911117,20.046715232433737
5,1,0,0,office_18..Face2,22.25092533997041,22.285138309881305
6,1,0,0,office_18..Face2,23.43861382826344,23.467151246509165
7,1,0,0,office_18..Face2,24.711314676798576,24.735146786188427
8,1,0,0,office_18..Face2,24.18132497313675,24.20924977980327
9,1,0,0,office_18..Face2,22.76297633922251,22.797614820766476
10,1,0,0,office_18..Face2,20.554317602916043,20.581161233440255
11,1,0,0,office_18..Face2,18.920173911491137,18.92412177293576
12,1,0,0,office_18..Face2,18.14559307616106,18.14414776050215
1,1,0,0,office_18..Face3,18.04538168131352,18.394084958350668
2,1,0,0,office_18..Face3,18.361950234441583,18.624956697686702
3,1,0,0,office_18..Face3,19.066948558523343,19.147331266251847
4,1,0,0,office_18..Face3,19.932624953533338,19.745621209925392
5,1,0,0,office_18..Face3,22.02914613520704,21.533245282372597
6,1,0,0,office_18..Face3,23.202685162632,22.663572201951773
7,1,0,0,office_18..Face3,24.447647820708507,23.834638320018144
8,1,0,0,office_18..Face3,23.949221182099453,23.419889191513292
9,1,0,0,office_18..Face3,22.57579431565423,22.16646782186359
10,1,0,0,office_18..Face3,20.515166612591965,20.435194911405294
11,1,0,0,office_18..Face3,19.02394856676728,19.223897973805872
12,1,0,0,office_18..Face3,18.306695065490082,18.6168673114305
1,1,0,0,office_18..Face4,17.87883654301766,17.91273396139543
2,1,0,0,office_18..Face4,18.233140382990364,18.259248359191833
3,1,0,0,office_18..Face4,19.019191067884616,19.032055720821354
4,1,0,0,office_18..Face4,20.000171550872718,19.98659599707931
5,1,0,0,office_18..Face4,22.223634113411595,22.188873322897898
6,1,0,0,office_18..Face4,23.415798959146645,23.386423871968322
7,1,0,0,office_18..Face4,24.689027535351034,24.656177892636332
8,1,0,0,office_18..Face4,24.15709167616971,24.124623727138207
9,1,0,0,office_18..Face4,22.735730554155843,22.702846429640495
10,1,0,0,office_18..Face4,20.545598611223486,20.552098402844756
11,1,0,0,office_18..Face4,18.934664952237345,18.97330729927944
12,1,0,0,office_18..Face4,18.162065172240286,18.19958801045141
1,1,0,0,office_18..Face5,17.461507707269593,-2.5794321892784824
2,1,0,0,office_18..Face5,17.874773425703864,0.6190770385888781
3,1,0,0,office_18..Face5,18.776002700200003,5.939114184660086
4,1,0,0,office_18..Face5,19.88818009562813,11.829641666297572
5,1,0,0,office_18..Face5,22.277766122979806,19.75447998485374
6,1,0,0,office_18..Face5,23.55031706056259,24.118145756108404
7,1,0,0,office_18..Face5,24.928114740439913,28.86984885503328
8,1,0,0,office_18..Face5,24.328991057838138,26.276143240833154
9,1,0,0,office_18..Face5,22.798051274011414,21.44076222904333
10,1,0,0,office_18..Face5,20.43982114643533,13.873706845427021
11,1,0,0,office_18..Face5,18.682116457764355,6.755073833229129
12,1,0,0,office_18..Face5,17.822024922598242,2.0909682572264643
1,1,0,0,office_19..Face0,17.91302556284667,18.0
2,1,0,0,office_19..Face0,18.579587385661277,18.0
3,1,0,0,office_19..Face0,19.300642057613,18.0
4,1,0,0,office_19..Face0,20.364630858488056,18.0
5,1,0,0,office_19..Face0,22.242641603739205,18.0
6,1,0,0,office_19..Face0,23.510488596040073,18.0
7,1,0,0,office_19..Face0,24.639252621501804,18.0
8,1,0,0,office_19..Face0,24.11721304029208,18.0
9,1,0,0,office_19..Face0,22.760294892209362,18.0
10,1,0,0,office_19..Face0,20.817820306443174,18.0
11,1,0,0,office_19..Face0,19.20729154074551,18.0
12,1,0,0,office_19..Face0,18.34739823774925,18.0
1,1,0,0,office_19..Face1,17.78833423564132,17.770884082975854
2,1,0,0,office_19..Face1,18.37399761382298,18.346597146017857
3,1,0,0,office_19..Face1,19.16273712452394,19.142839461999596
4,1,0,0,office_19..Face1,20.20735968775721,20.1976065465812
5,1,0,0,office_19..Face1,22.345721800848082,22.348445008964596
6,1,0,0,office_19..Face1,23.688867850779136,23.694225925398587
7,1,0,0,office_19..Face1,24.964920505004716,24.96852595846321
8,1,0,0,office_19..Face1,24.42313116211573,24.42096757873446
9,1,0,0,office_19..Face1,22.895907032203286,22.88609251700068
10,1,0,0,office_19..Face1,20.860766609145667,20.838843704994453
11,1,0,0,office_19..Face1,19.13996197347817,19.112866584081175
12,1,0,0,office_19..Face1,18.20888772696096,18.186215362364027
1,1,0,0,office_19..Face2,17.282079111601202,-1.060199926661124
2,1,0,0,office_19..Face2,17.940395566625,2.376781157176759
3,1,0,0,office_19..Face2,18.817567210023714,6.92891630889868
4,1,0,0,office_19..Face2,19.967688655034117,12.330234669527906
5,1,0,0,office_19..Face2,22.223046864297505,19.326295896967732
6,1,0,0,office_19..Face2,23.62871308111664,23.397633130458665
7,1,0,0,office_19..Face2,24.99076621410868,28.07624262467715
8,1,0,0,office_19..Face2,24.42200642564555,25.99262260469076
9,1,0,0,office_19..Face2,22.84888228561297,21.911175588458416
10,1,0,0,office_19..Face2,20.707102921156693,15.193594347646176
11,1,0,0,office_19..Face2,18.86438392315948,8.708840942430687
12,1,0,0,office_19..Face2,17.83647899129807,4.036765732851885
1,1,0,0,office_19..Face2_Glz0,10.766538619302906,0.7676902403065109
2,1,0,0,office_19..Face2_Glz0,12.159294727567195,3.1164311630681
3,1,0,0,office_19..Face2_Glz0,14.273550334366869,7.0442062722474805
4,1,0,0,office_19..Face2_Glz0,16.837809377328842,11.501440406176311
5,1,0,0,office_19..Face2_Glz0,20.747549107030114,17.559054516787686
6,1,0,0,office_19..Face2_Glz0,23.149803353341976,21.173520844803935
7,1,0,0,office_19..Face2_Glz0,25.622986590934264,25.10494584923529
8,1,0,0,office_19..Face2_Glz0,24.50907635085101,23.425246755328992
9,1,0,0,office_19..Face2_Glz0,21.970030655697283,19.84848377097151
10,1,0,0,office_19..Face2_Glz0,18.248552868974357,14.256450402249726
11,1,0,0,office_19..Face2_Glz0,14.907428950646686,8.902195997129878
12,1,0,0,office_19..Face2_Glz0,12.653398265621998,4.878736391225548
1,1,0,0,office_19..Face3,17.80156162777223,17.815478868971447
2,1,0,0,office_19..Face3,18.395615397298986,18.421378518365515
3,1,0,0,office_19..Face3,19.17910195936717,19.200618470956755
4,1,0,0,office_19..Face3,20.212060243998405,20.215711577518388
5,1,0,0,office_19..Face3,22.338324578112054,22.32532949780772
6,1,0,0,office_19..Face3,23.678703779178438,23.661324049688123
7,1,0,0,office_19..Face3,24.9593010737827,24.951800979454497
8,1,0,0,office_19..Face3,24.42181376524244,24.420258271050454
9,1,0,0,office_19..Face3,22.898727830122176,22.899894123617887
10,1,0,0,office_19..Face3,20.876643574660385,20.89476525070567
11,1,0,0,office_19..Face3,19.160557804279325,19.183677415440446
12,1,0,0,office_19..Face3,18.221128284884266,18.227815223889586
1,1,0,0,office_19..Face4,17.972684515088243,18.364700921906927
2,1,0,0,office_19..Face4,18.47762651307003,18.66562055320882
3,1,0,0,office_19..Face4,19.195168930920126,19.21904812077388
4,1,0,0,office_19..Face4,20.126424306833623,19.89346152692188
5,1,0,0,office_19..Face4,22.16470630763368,21.700754788080268
6,1,0,0,office_19..Face4,23.455615544716157,22.863800567273216
7,1,0,0,office_19..Face4,24.692241751960115,24.000528247922063
8,1,0,0,office_19..Face4,24.187099155254252,23.58828012178389
9,1,0,0,office_19..Face4,22.732916318594324,22.308462533284697
10,1,0,0,office_19..Face4,20.79399933936718,20.599512077363038
11,1,0,0,office_19..Face4,19.202240299200373,19.30143713093831
12,1,0,0,office_19..Face4,18.34770365904884,18.625879015226047
1,1,0,0,office_19..Face5,17.40313414743758,-2.5800936556873024
2,1,0,0,office_19..Face5,18.05550619387629,0.620282643471102
3,1,0,0,office_19..Face5,18.95493220658556,5.939993861574535
4,1,0,0,office_19..Face5,20.124335935511546,11.83112138372719
5,1,0,0,office_19..Face5,22.425870519511847,19.755254727644434
6,1,0,0,office_19..Face5,23.856631141437127,24.120152573301432
7,1,0,0,office_19..Face5,25.23139840754034,28.87199798354452
8,1,0,0,office_19..Face5,24.62380365187837,26.278131139675644
9,1,0,0,office_19..Face5,22.98634579054321,21.44201855187857
10,1,0,0,office_19..Face5,20.784548618170813,13.876353846048348
11,1,0,0,office_19..Face5,18.92622637639623,6.757133991952605
12,1,0,0,office_19..Face5,17.90286739352666,2.091967477336345
1,1,0,0,office_20..Face0,17.87636384295306,18.0
2,1,0,0,office_20..Face0,18.282621685768454,18.0
3,1,0,0,office_20..Face0,19.085211093773303,18.0
4,1,0,0,office_20..Face0,20.107700563262163,18.0
5,1,0,0,office_20..Face0,22.08089980304273,18.0
6,1,0,0,office_20..Face0,23.125417281014652,18.0
7,1,0,0,office_20..Face0,24.310619951172388,18.0
8,1,0,0,office_20..Face0,23.780742621780014,18.0
9,1,0,0,office_20..Face0,22.5306682581335,18.0
10,1,0,0,office_20..Face0,20.445872189555338,18.0
11,1,0,0,office_20..Face0,18.857374337990166,18.0
12,1,0,0,office_20..Face0,18.150159689980672,18.0
1,1,0,0,office_20..Face1,17.240830253657624,-2.393555171927873
2,1,0,0,office_20..Face1,17.68234778144514,0.679633165219276
3,1,0,0,office_20..Face1,18.638579719020274,5.901471929855403
4,1,0,0,office_20..Face1,19.803629972966107,11.555682815348735
5,1,0,0,office_20..Face1,22.190863357928574,18.773604790309033
6,1,0,0,office_20..Face1,23.43990858213419,22.639439908896115
7,1,0,0,office_20..Face1,24.80694280769685,27.578403220116993
8,1,0,0,office_20..Face1,24.239010721371873,25.06117868041081
9,1,0,0,office_20..Face1,22.764609666035398,20.75784509135767
10,1,0,0,office_20..Face1,20.406003458910913,13.588190729730519
11,1,0,0,office_20..Face1,18.555758258785673,6.813753670888381
12,1,0,0,office_20..Face1,17.652906813152743,2.3216938591718876
1,1,0,0,office_20..Face1_Glz0,10.772835970038269,0.9181420858792619
2,1,0,0,office_20..Face1_Glz0,11.95710515186447,3.1471979782755892
3,1,0,0,office_20..Face1_Glz0,14.220210576187522,7.203807181771078
4,1,0,0,office_20..Face1_Glz0,16.731999971366545,11.54774067853547
5,1,0,0,office_20..Face1_Glz0,20.70493239688747,17.559081802177293
6,1,0,0,office_20..Face1_Glz0,22.848819982077504,20.933704900576785
7,1,0,0,office_20..Face1_Glz0,25.463169965035757,25.049274436408894
8,1,0,0,office_20..Face1_Glz0,24.31934421560126,23.325199128994885
9,1,0,0,office_20..Face1_Glz0,21.92040094045637,19.892612888178355
10,1,0,0,office_20..Face1_Glz0,17.96375827386564,14.084358050073721
11,1,0,0,office_20..Face1_Glz0,14.521878632826411,8.561182284266739
12,1,0,0,office_20..Face1_Glz0,12.447342775232828,4.777183613928381
1,1,0,0,office_20..Face2,17.879142562140295,17.88643619170896
2,1,0,0,office_20..Face2,18.25431674488565,18.264990765934126
3,1,0,0,office_20..Face2,19.080949655015672,19.099385935036793
4,1,0,0,office_20..Face2,20.103029522225953,20.12102214042182
5,1,0,0,office_20..Face2,22.33369052534551,22.346100896018584
6,1,0,0,office_20..Face2,23.503530302108473,23.511939879484085
7,1,0,0,office_20..Face2,24.76604798948478,24.774107522713916
8,1,0,0,office_20..Face2,24.25037408610144,24.26179767511693
9,1,0,0,office_20..Face2,22.858355890181237,22.876787168672582
10,1,0,0,office_20..Face2,20.650397471648645,20.67603366738873
11,1,0,0,office_20..Face2,18.950491909713502,18.962927078499057
12,1,0,0,office_20..Face2,18.155063560116826,18.161477420593737
1,1,0,0,office_20..Face3,18.05030698590271,18.386136176224984
2,1,0,0,office_20..Face3,18.383973743061055,18.636004654420486
3,1,0,0,office_20..Face3,19.12430517817127,19.19925709875651
4,1,0,0,office_20..Face3,20.03359202082572,19.86917693344941
5,1,0,0,office_20..Face3,22.144793841887076,21.701333507946405
6,1,0,0,office_20..Face3,23.303034566541868,22.824231454598046
7,1,0,0,office_20..Face3,24.5287151005433,23.958753770725657
8,1,0,0,office_20..Face3,24.042890420470222,23.551451506413933
9,1,0,0,office_20..Face3,22.688999157242204,22.30172600878013
10,1,0,0,office_20..Face3,20.61641082982,20.547645137913587
11,1,0,0,office_20..Face3,19.051660993181052,19.254889425367914
12,1,0,0,office_20..Face3,18.309165478804253,18.612294124254742
1,1,0,0,office_20..Face4,17.873642123189605,17.867564125516367
2,1,0,0,office_20..Face4,18.24565474892,18.23562427707611
3,1,0,0,office_20..Face4,19.066505455098326,19.04899147305909
4,1,0,0,office_20..Face4,20.087658491446682,20.066827067206265
5,1,0,0,office_20..Face4,22.322255538879716,22.30541100667194
6,1,0,0,office_20..Face4,23.49554930793019,23.48329679023617
7,1,0,0,office_20..Face4,24.75906474106463,24.74854613739909
8,1,0,0,office_20..Face4,24.24044124835238,24.22602786990869
9,1,0,0,office_20..Face4,22.842323742702998,22.82037902140344
10,1,0,0,office_20..Face4,20.629037552480515,20.60312290364831
11,1,0,0,office_20..Face4,18.94077431401452,18.930271855575672
12,1,0,0,office_20..Face4,18.150357321252862,18.145505334149856
1,1,0,0,office_20..Face5,17.472804624782178,-2.5793221864165004
2,1,0,0,office_20..Face5,17.902722702953213,0.6192873389958877
3,1,0,0,office_20..Face5,18.836869597441446,5.93959157112488
4,1,0,0,office_20..Face5,19.978998640695632,11.830320881103694
5,1,0,0,office_20..Face5,22.37009630120629,19.755251098381162
6,1,0,0,office_20..Face5,23.6242903738948,24.118817959217747
7,1,0,0,office_20..Face5,24.99104850392901,28.870414592071583
8,1,0,0,office_20..Face5,24.40658213131011,26.276789955809505
9,1,0,0,office_20..Face5,22.901793324916824,21.441750153355326
10,1,0,0,office_20..Face5,20.53605193910826,13.87448463910493
11,1,0,0,office_20..Face5,18.70887011943503,6.755317786366418
12,1,0,0,office_20..Face5,17.828235321703875,2.091037282431839
1,1,0,0,office_21..Face0,17.857848367876453,18.0
2,1,0,0,office_21..Face0,18.254486656250034,18.0
3,1,0,0,office_21..Face0,19.043117477155974,18.0
4,1,0,0,office_21..Face0,20.06212817765492,18.0
5,1,0,0,office_21..Face0,22.0431192518393,18.0
6,1,0,0,office_21..Face0,23.097836878124912,18.0
7,1,0,0,office_21..Face0,24.284828426616123,18.0
8,1,0,0,office_21..Face0,23.746686210488207,18.0
9,1,0,0,office_21..Face0,22.480423555081227,18.0
10,1,0,0,office_21..Face0,20.390511643121254,18.0
11,1,0,0,office_21..Face0,18.831951591623906,18.0
12,1,0,0,office_21..Face0,18.135431019668484,18.0
1,1,0,0,office_21..Face1,17.22906049838082,-2.4513811338331952
2,1,0,0,office_21..Face1,17.662665430669858,0.6011307967959926
3,1,0,0,office_21..Face1,18.603933929673808,5.790412305863115
4,1,0,0,office_21..Face1,19.763829730520655,11.453300790952849
5,1,0,0,office_21..Face1,22.158381092922433,18.669949737554138
6,1,0,0,office_21..Face1,23.41600039555188,22.547883708707406
7,1,0,0,office_21..Face1,24.786054883169154,27.474218021037096
8,1,0,0,office_21..Face1,24.21125805284808,24.955245939376102
9,1,0,0,office_21..Face1,22.722381629369313,20.625873533996376
10,1,0,0,office_21..Face1,20.357095209803013,13.496115020850981
11,1,0,0,office_21..Face1,18.53557455661185,6.7615578905128535
12,1,0,0,office_21..Face1,17.643826377115307,2.2873506626624067
1,1,0,0,office_21..Face1_Glz0,10.737763407903225,0.8711227872778088
2,1,0,0,office_21..Face1_Glz0,11.913985242650849,3.0960621295272635
3,1,0,0,office_21..Face1_Glz0,14.165607707114585,7.148599720276937
4,1,0,0,office_21..Face1_Glz0,16.682078242557942,11.503961712389666
5,1,0,0,office_21..Face1_Glz0,20.66291228709012,17.520462846303676
6,1,0,0,office_21..Face1_Glz0,22.816942704405545,20.90288747199315
7,1,0,0,office_21..Face1_Glz0,25.430496980418162,25.014919928581264
8,1,0,0,office_21..Face1_Glz0,24.27683427361489,23.282479990514215
9,1,0,0,office_21..Face1_Glz0,21.85718730780385,19.82964292352228
10,1,0,0,office_21..Face1_Glz0,17.897793322188086,14.024890665809984
11,1,0,0,office_21..Face1_Glz0,14.48548465946953,8.52193536248179
12,1,0,0,office_21..Face1_Glz0,12.418964524880112,4.739782864991015
1,1,0,0,office_21..Face2,17.867564125516367,17.873642123189605
2,1,0,0,office_21..Face2,18.23562427707611,18.24565474892
3,1,0,0,office_21..Face2,19.04899147305909,19.066505455098326
4,1,0,0,office_21..Face2,20.066827067206265,20.087658491446682
5,1,0,0,office_21..Face2,22.30541100667194,22.322255538879716
6,1,0,0,office_21..Face2,23.48329679023617,23.49554930793019
7,1,0,0,office_21..Face2,24.74854613739909,24.75906474106463
8,1,0,0,office_21..Face2,24.22602786990869,24.24044124835238
9,1,0,0,office_21..Face2,22.82037902140344,22.842323742702998
10,1,0,0,office_21..Face2,20.60312290364831,20.629037552480515
11,1,0,0,office_21..Face2,18.930271855575672,18.94077431401452
12,1,0,0,office_21..Face2,18.145505334149856,18.150357321252862
1,1,0,0,office_21..Face3,18.041795251789082,18.382701830921942
2,1,0,0,office_21..Face3,18.369936912533667,18.630987620122394
3,1,0,0,office_21..Face3,19.100190241342272,19.19198121679881
4,1,0,0,office_21..Face3,20.00534061495976,19.86182991237175
5,1,0,0,office_21..Face3,22.122441520575947,21.697770928781942
6,1,0,0,office_21..Face3,23.287191861211177,22.822874060121453
7,1,0,0,office_21..Face3,24.515529308610024,23.958842746333797
8,1,0,0,office_21..Face3,24.024176860097306,23.549404731612285
9,1,0,0,office_21..Face3,22.65929971451435,22.295534318751038
10,1,0,0,office_21..Face3,20.580637551540573,20.537332964841937
11,1,0,0,office_21..Face3,19.036873611560143,19.249686387829396
12,1,0,0,office_21..Face3,18.302222869045575,18.60917167953032
1,1,0,0,office_21..Face4,17.86503021496028,17.864815311445323
2,1,0,0,office_21..Face4,18.229329568228877,18.224250294001642
3,1,0,0,office_21..Face4,19.03561938103484,19.019932516167277
4,1,0,0,office_21..Face4,20.046715232433737,20.017009823911117
5,1,0,0,office_21..Face4,22.285138309881305,22.25092533997041
6,1,0,0,office_21..Face4,23.467151246509165,23.43861382826344
7,1,0,0,office_21..Face4,24.735146786188427,24.711314676798576
8,1,0,0,office_21..Face4,24.20924977980327,24.18132497313675
9,1,0,0,office_21..Face4,22.797614820766476,22.76297633922251
10,1,0,0,office_21..Face4,20.581161233440255,20.554317602916043
11,1,0,0,office_21..Face4,18.92412177293576,18.920173911491137
12,1,0,0,office_21..Face4,18.14414776050215,18.14559307616106
1,1,0,0,office_21..Face5,17.462154722342827,-2.579422273277014
2,1,0,0,office_21..Face5,17.884383352837187,0.6191464671037815
3,1,0,0,office_21..Face5,18.804877335508714,5.939338808293919
4,1,0,0,office_21..Face5,19.94147286996368,11.83004043552364
5,1,0,0,office_21..Face5,22.339463750569315,19.754998450780285
6,1,0,0,office_21..Face5,23.601900106421766,24.118619188001205
7,1,0,0,office_21..Face5,24.971613040484254,28.870244031085385
8,1,0,0,office_21..Face5,24.37998540632452,26.27657145850149
9,1,0,0,office_21..Face5,22.86131760141454,21.44136875266744
10,1,0,0,office_21..Face5,20.488706074822076,13.8741033478812
11,1,0,0,office_21..Face5,18.689595716761712,6.7551420273111225
12,1,0,0,office_21..Face5,17.819643273660393,2.090957662682917
1,1,0,0,office_22..Face0,17.89790958101498,18.0
2,1,0,0,office_22..Face0,18.312512251486677,18.0
3,1,0,0,office_22..Face0,19.129144685969678,18.0
4,1,0,0,office_22..Face0,20.148686820804592,18.0
5,1,0,0,office_22..Face0,22.111152789674506,18.0
6,1,0,0,office_22..Face0,23.146314603405912,18.0
7,1,0,0,office_22..Face0,24.332039681235894,18.0
8,1,0,0,office_22..Face0,23.80979714411477,18.0
9,1,0,0,office_22..Face0,22.57555163815933,18.0
